PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Serge Ibaka,955,2501,15.282,14.911,0.37,2020-21,1610612746
Amir Coffey,394,3062,15.353,14.969,0.38,2020-21,1610612746
Kawhi Leonard,1773,1683,15.164,14.856,0.31,2020-21,1610612746
Nicolas Batum,1835,1621,15.026,14.998,0.03,2020-21,1610612746
Paul George,1821,1635,14.810,15.235,-0.42,2020-21,1610612746
Patrick Beverley,832,2624,15.227,14.946,0.28,2020-21,1610612746
Lou Williams,918,2538,14.471,15.218,-0.75,2020-21,1610612746
Luke Kennard,1232,2224,15.334,14.836,0.50,2020-21,1610612746
Ivica Zubac,1609,1847,14.892,15.119,-0.23,2020-21,1610612746
Terance Mann,1263,2193,14.849,15.108,-0.26,2020-21,1610612746
Patrick Patterson,582,2874,15.197,14.975,0.22,2020-21,1610612746
Reggie Jackson,1544,1912,14.891,15.112,-0.22,2020-21,1610612746
Mfiondu Kabengele,94,3362,15.485,14.999,0.49,2020-21,1610612746
Daniel Oturu,161,3295,15.599,14.984,0.62,2020-21,1610612746
Marcus Morris Sr.,1502,1954,14.934,15.073,-0.14,2020-21,1610612746
Jay Scrubb,84,3372,14.835,15.018,-0.18,2020-21,1610612746
Rajon Rondo,368,3088,14.999,15.015,-0.02,2020-21,1610612746
DeMarcus Cousins,207,3249,15.483,14.983,0.50,2020-21,1610612746
Yogi Ferrell,96,3360,14.954,15.015,-0.06,2020-21,1610612746
Malik Fitts,11,3445,17.045,15.006,2.04,2020-21,1610612746
