PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
DeAndre Jordan,2598,1368,14.823,15.238,-0.41,2015-16,1610612746
Jeff Green,709,3257,15.292,14.898,0.40,2015-16,1610612746
Cole Aldrich,800,3166,15.697,14.789,0.91,2015-16,1610612746
Luc Mbah a Moute,1274,2692,15.090,14.912,0.18,2015-16,1610612746
Lance Stephenson,680,3286,15.005,14.959,0.05,2015-16,1610612746
JJ Redick,2097,1869,14.665,15.312,-0.65,2015-16,1610612746
Blake Griffin,1170,2796,14.682,15.089,-0.41,2015-16,1610612746
Alex Stepheson,12,3954,14.120,14.970,-0.85,2015-16,1610612746
Jeff Ayres,107,3859,15.744,14.945,0.80,2015-16,1610612746
Wesley Johnson,1666,2300,14.777,15.109,-0.33,2015-16,1610612746
Branden Dawson,29,3937,17.088,14.952,2.14,2015-16,1610612746
Jamal Crawford,2126,1840,15.041,14.880,0.16,2015-16,1610612746
Pablo Prigioni,823,3143,15.756,14.766,0.99,2015-16,1610612746
CJ Wilcox,167,3799,15.323,14.951,0.37,2015-16,1610612746
Paul Pierce,1230,2736,15.141,14.890,0.25,2015-16,1610612746
Josh Smith,459,3507,14.840,14.984,-0.14,2015-16,1610612746
Chris Paul,2420,1546,14.700,15.394,-0.69,2015-16,1610612746
Austin Rivers,1463,2503,15.110,14.883,0.23,2015-16,1610612746
